date,subs,views,subs_techtrek,views_techtrek,followers_instagram,following_instagram,media_instagram,avg_likes_instagram,avg_comments_instagram,followers_twitter,following_twitter,tweets_twitter,favorites_twitter,followers_tiktok,following_tiktok,likes_tiktok,uploads_tiktok
2021-11-25,137000.0,8781827.0,2360.0,11058.0,4288.0,797.0,151.0,514.0,32.25,3436.0,175.0,483.0,691.0,,,,
2021-11-24,137000.0,8772450.0,2360.0,11020.0,4287.0,797.0,151.0,514.0,32.25,3436.0,175.0,483.0,691.0,,,,
2021-11-23,137000.0,8762535.0,2360.0,10970.0,4287.0,797.0,151.0,514.0,32.25,3441.0,175.0,483.0,691.0,,,,
2021-11-22,137000.0,8752414.0,2360.0,10937.0,4281.0,796.0,151.0,513.875,32.25,3437.0,175.0,483.0,692.0,,,,
2021-11-21,137000.0,8743426.0,2350.0,10895.0,4278.0,796.0,151.0,513.938,32.25,3432.0,175.0,483.0,693.0,,,,
2021-11-20,137000.0,8735206.0,2350.0,10849.0,4273.0,797.0,151.0,513.938,32.25,3430.0,175.0,483.0,693.0,,,,
2021-11-19,137000.0,8727094.0,2350.0,10802.0,4272.0,797.0,151.0,513.688,32.1875,3427.0,175.0,483.0,693.0,,,,
2021-11-18,136000.0,8717833.0,2350.0,10753.0,4263.0,797.0,151.0,513.688,32.1875,3427.0,175.0,483.0,693.0,,,,
2021-11-17,136000.0,8708477.0,2340.0,10716.0,4259.0,797.0,151.0,513.688,32.1875,3427.0,175.0,483.0,693.0,,,,
2021-11-16,136000.0,8699035.0,2340.0,10667.0,4255.0,797.0,151.0,513.688,32.1875,3421.0,175.0,483.0,693.0,,,,
2021-11-15,136000.0,8689294.0,2330.0,10625.0,4254.0,797.0,151.0,513.625,32.1875,3419.0,175.0,483.0,693.0,,,,
2021-11-14,136000.0,8680052.0,2320.0,10592.0,4255.0,796.0,151.0,513.625,32.1875,3417.0,175.0,483.0,693.0,,,,
2021-11-13,136000.0,8671410.0,2320.0,10559.0,4257.0,796.0,151.0,513.812,32.1875,3417.0,175.0,483.0,693.0,,,,
2021-11-12,136000.0,8663090.0,2320.0,10529.0,4258.0,798.0,151.0,513.688,32.1875,3414.0,175.0,483.0,693.0,,,,
2021-11-11,136000.0,8654253.0,2320.0,10487.0,4256.0,799.0,151.0,513.625,32.1875,3413.0,175.0,483.0,693.0,,,,
2021-11-10,136000.0,8644738.0,2310.0,10444.0,4253.0,799.0,151.0,513.625,32.1875,3415.0,175.0,483.0,693.0,,,,
2021-11-09,135000.0,8635694.0,2300.0,10409.0,4250.0,799.0,151.0,513.625,32.1875,3412.0,175.0,483.0,693.0,,,,
2021-11-08,135000.0,8626865.0,2300.0,10357.0,4248.0,799.0,151.0,513.688,32.1875,3416.0,175.0,483.0,693.0,,,,
2021-11-07,135000.0,8616987.0,2300.0,10305.0,4247.0,799.0,151.0,513.562,32.1875,3417.0,175.0,483.0,693.0,,,,
2021-11-06,135000.0,8607942.0,2290.0,10296.0,4250.0,799.0,151.0,513.562,32.1875,3414.0,175.0,483.0,693.0,,,,
2021-11-05,135000.0,8592061.0,2290.0,10247.0,4248.0,799.0,151.0,513.625,32.1875,3409.0,175.0,483.0,693.0,,,,
2021-11-04,135000.0,8592061.0,2290.0,10209.0,4249.0,800.0,151.0,512.812,32.1875,3407.0,175.0,483.0,693.0,,,,
2021-11-03,135000.0,8582298.0,2280.0,10173.0,4246.0,801.0,151.0,512.688,32.125,3407.0,175.0,483.0,693.0,,,,
2021-11-02,135000.0,8574200.0,2270.0,10119.0,4246.0,800.0,151.0,512.438,32.125,3406.0,175.0,483.0,693.0,,,,
2021-11-01,134000.0,8563659.0,2270.0,10083.0,4240.0,800.0,151.0,512.438,32.125,3402.0,175.0,483.0,693.0,,,,
2021-10-31,134000.0,8554799.0,2270.0,10068.0,4242.0,800.0,151.0,512.5,32.125,3401.0,175.0,483.0,693.0,,,,
2021-10-30,134000.0,8547028.0,2270.0,10026.0,4239.0,800.0,151.0,512.188,32.125,3399.0,175.0,483.0,693.0,,,,
2021-10-29,134000.0,8528351.0,2270.0,9993.0,4236.0,799.0,151.0,512.312,32.125,3397.0,175.0,483.0,693.0,,,,
2021-10-28,134000.0,8517147.0,2270.0,9942.0,4243.0,801.0,151.0,512.312,32.125,3397.0,175.0,483.0,693.0,,,,
2021-10-27,134000.0,8517147.0,2260.0,9889.0,4245.0,801.0,151.0,512.188,32.125,3398.0,175.0,483.0,694.0,,,,
2021-10-26,134000.0,8507116.0,2260.0,9852.0,4241.0,800.0,151.0,512.25,32.125,3397.0,175.0,483.0,694.0,,,,
2021-10-25,134000.0,8497997.0,2260.0,9812.0,4242.0,800.0,151.0,512.188,32.125,3397.0,175.0,483.0,694.0,,,,
2021-10-24,133000.0,8488684.0,2260.0,9778.0,4238.0,799.0,151.0,512.188,32.125,3392.0,175.0,483.0,694.0,,,,
2021-10-23,133000.0,8480107.0,2260.0,9749.0,4241.0,799.0,151.0,512.062,32.125,3391.0,175.0,483.0,694.0,,,,
2021-10-22,133000.0,8471198.0,2260.0,9714.0,4242.0,799.0,151.0,512.062,32.125,3381.0,175.0,483.0,694.0,,,,
2021-10-21,133000.0,8462827.0,2250.0,9670.0,4241.0,799.0,151.0,512.062,32.125,3383.0,175.0,483.0,694.0,,,,
2021-10-20,133000.0,8451927.0,2250.0,9638.0,4214.0,799.0,151.0,511.5,32.125,3380.0,175.0,483.0,694.0,,,,
2021-10-19,133000.0,8442288.0,2240.0,9614.0,4116.0,799.0,151.0,510.812,32.125,3373.0,175.0,483.0,694.0,,,,
2021-10-18,133000.0,8418309.0,2240.0,9554.0,4108.0,799.0,151.0,510.688,32.125,3373.0,175.0,483.0,694.0,,,,
2021-10-17,133000.0,8418309.0,2240.0,9528.0,4104.0,799.0,151.0,510.625,32.125,3374.0,175.0,483.0,694.0,,,,
2021-10-16,132000.0,8412997.0,2230.0,9476.0,4100.0,799.0,151.0,510.625,32.125,3371.0,175.0,483.0,694.0,,,,
2021-10-15,132000.0,8403818.0,2230.0,9440.0,4098.0,799.0,151.0,510.625,32.0,3371.0,175.0,483.0,694.0,,,,
2021-10-14,132000.0,8394632.0,2230.0,9384.0,4092.0,799.0,151.0,510.375,31.9375,3372.0,175.0,483.0,694.0,,,,
2021-10-13,132000.0,8384405.0,2220.0,9344.0,4087.0,799.0,151.0,510.312,31.9375,3371.0,175.0,483.0,694.0,,,,
2021-10-12,132000.0,8375275.0,2220.0,9292.0,4087.0,799.0,151.0,510.312,31.9375,3369.0,175.0,483.0,694.0,,,,
2021-10-11,132000.0,8365853.0,2210.0,9223.0,4085.0,799.0,151.0,510.25,31.9375,3368.0,175.0,483.0,694.0,,,,
2021-10-10,132000.0,8354599.0,2210.0,9204.0,4086.0,800.0,151.0,510.25,31.9375,3366.0,175.0,483.0,694.0,,,,
2021-10-09,132000.0,8349850.0,2200.0,9149.0,4083.0,800.0,151.0,510.0,31.9375,3363.0,175.0,483.0,694.0,,,,
2021-10-08,131000.0,8340509.0,2200.0,9103.0,4077.0,800.0,151.0,510.0,31.9375,3363.0,175.0,483.0,694.0,,,,
2021-10-07,131000.0,8333092.0,2190.0,9052.0,4076.0,800.0,151.0,510.0,31.9375,3359.0,175.0,483.0,694.0,,,,
2021-10-06,131000.0,8323359.0,2190.0,9029.0,4072.0,800.0,151.0,509.938,31.9375,3355.0,175.0,483.0,694.0,,,,
2021-10-05,131000.0,8313512.0,2190.0,8993.0,4071.0,801.0,151.0,509.938,31.9375,3352.0,175.0,483.0,695.0,,,,
2021-10-04,131000.0,8304283.0,2180.0,8950.0,,,,,,,,,,,,,
2021-10-03,131000.0,8295257.0,2180.0,8925.0,4067.0,801.0,151.0,509.875,31.9375,3348.0,175.0,483.0,695.0,,,,
2021-10-02,131000.0,8286877.0,2170.0,8853.0,4065.0,800.0,151.0,509.875,31.9375,3346.0,175.0,483.0,695.0,,,,
2021-10-01,131000.0,8269981.0,2160.0,8853.0,4056.0,800.0,151.0,510.0,31.9375,3340.0,175.0,483.0,695.0,,,,
2021-09-30,130000.0,8269981.0,2160.0,8831.0,4054.0,800.0,151.0,510.0,31.9375,3335.0,175.0,483.0,695.0,,,,
2021-09-29,130000.0,8260695.0,2150.0,8799.0,4051.0,800.0,151.0,510.0,31.9375,3332.0,175.0,483.0,695.0,,,,
2021-09-28,130000.0,8251470.0,2150.0,8759.0,4052.0,800.0,151.0,510.0,31.9375,3329.0,175.0,483.0,695.0,,,,
2021-09-27,130000.0,8238447.0,2150.0,8732.0,4051.0,802.0,151.0,509.5,31.9375,3328.0,175.0,483.0,695.0,,,,
2021-09-26,130000.0,8233103.0,2150.0,8706.0,4053.0,802.0,151.0,509.5,31.9375,3328.0,175.0,483.0,695.0,,,,
2021-09-25,130000.0,8215923.0,2140.0,8677.0,4052.0,802.0,151.0,509.5,31.9375,3328.0,175.0,483.0,695.0,,,,
2021-09-24,130000.0,8215923.0,2140.0,8614.0,4044.0,802.0,151.0,510.438,31.9375,3329.0,175.0,483.0,695.0,,,,
2021-09-23,130000.0,8206688.0,2130.0,8568.0,4042.0,802.0,151.0,510.375,31.9375,3332.0,175.0,483.0,695.0,,,,
2021-09-22,129000.0,8197624.0,2130.0,8526.0,4040.0,801.0,151.0,509.688,31.9375,3331.0,175.0,483.0,695.0,,,,
2021-09-21,129000.0,8188333.0,2130.0,8487.0,4034.0,801.0,151.0,509.625,31.875,3328.0,175.0,483.0,695.0,,,,
2021-09-20,129000.0,8179307.0,2120.0,8457.0,4034.0,802.0,151.0,509.625,31.875,3325.0,175.0,483.0,695.0,,,,
2021-09-19,129000.0,8170715.0,2120.0,8442.0,4037.0,802.0,151.0,509.375,31.875,3320.0,175.0,483.0,695.0,,,,
2021-09-18,129000.0,8162435.0,2110.0,8412.0,4035.0,800.0,151.0,509.062,31.875,3320.0,175.0,483.0,695.0,,,,
2021-09-17,129000.0,8154291.0,2110.0,8373.0,4032.0,800.0,151.0,508.938,31.875,3317.0,175.0,483.0,695.0,,,,
2021-09-16,129000.0,8146061.0,2110.0,8334.0,4028.0,799.0,151.0,508.875,31.875,3316.0,175.0,483.0,695.0,,,,
2021-09-15,128000.0,8137325.0,2100.0,8311.0,4028.0,799.0,151.0,508.875,31.875,3307.0,175.0,483.0,695.0,,,,
2021-09-14,128000.0,8128897.0,2100.0,8259.0,4023.0,800.0,151.0,508.875,31.875,3306.0,175.0,483.0,695.0,,,,
2021-09-13,128000.0,8119104.0,2100.0,8233.0,4019.0,800.0,151.0,508.875,31.875,3301.0,175.0,483.0,695.0,,,,
2021-09-12,128000.0,8112268.0,2090.0,8205.0,4017.0,800.0,151.0,508.75,31.875,3302.0,175.0,483.0,695.0,,,,
2021-09-11,128000.0,8104695.0,2090.0,8184.0,4014.0,800.0,151.0,508.75,31.875,3302.0,175.0,483.0,695.0,,,,
2021-09-10,128000.0,8097335.0,2090.0,8157.0,4011.0,800.0,151.0,508.625,31.875,3303.0,175.0,483.0,695.0,,,,
2021-09-09,128000.0,8088831.0,2080.0,8120.0,4008.0,800.0,151.0,508.5,31.875,3298.0,175.0,483.0,695.0,,,,
2021-09-08,128000.0,8080681.0,2080.0,8090.0,4005.0,800.0,151.0,507.812,31.875,3299.0,175.0,483.0,695.0,,,,
2021-09-07,127000.0,8072084.0,2080.0,8050.0,4006.0,800.0,151.0,507.812,31.875,3297.0,175.0,483.0,695.0,,,,
2021-09-06,127000.0,8063752.0,2070.0,8027.0,4002.0,800.0,151.0,507.812,31.875,3295.0,175.0,483.0,695.0,,,,
2021-09-05,127000.0,8054932.0,2070.0,8016.0,3998.0,800.0,151.0,507.812,31.875,3294.0,175.0,483.0,695.0,,,,
2021-09-04,127000.0,8048636.0,2070.0,7989.0,3989.0,800.0,151.0,507.812,31.875,3293.0,175.0,483.0,695.0,,,,
2021-09-03,127000.0,8040766.0,2070.0,7953.0,3985.0,800.0,151.0,507.812,31.875,3292.0,175.0,483.0,695.0,,,,
2021-09-02,127000.0,8032307.0,2060.0,7918.0,3981.0,800.0,151.0,507.688,31.875,3292.0,175.0,483.0,695.0,,,,
2021-09-01,127000.0,8024429.0,2060.0,7895.0,,,,,,3289.0,175.0,483.0,695.0,,,,
2021-08-31,127000.0,8016780.0,2060.0,7866.0,3980.0,800.0,151.0,507.375,31.875,3287.0,175.0,483.0,695.0,,,,
2021-08-30,127000.0,8008214.0,2050.0,7835.0,3979.0,799.0,151.0,507.375,31.875,3288.0,175.0,483.0,695.0,,,,
2021-08-29,126000.0,7996897.0,2050.0,7822.0,3973.0,799.0,151.0,507.375,31.875,3285.0,175.0,483.0,695.0,,,,
2021-08-28,126000.0,7990773.0,2050.0,7805.0,3967.0,799.0,151.0,507.312,31.875,3290.0,175.0,483.0,695.0,,,,
2021-08-27,126000.0,7983296.0,2040.0,7773.0,,,,,,3284.0,175.0,483.0,695.0,,,,
2021-08-26,126000.0,7974990.0,2040.0,7732.0,3966.0,799.0,151.0,507.188,31.875,3282.0,175.0,483.0,695.0,,,,
2021-08-25,126000.0,7966444.0,2040.0,7687.0,3958.0,801.0,151.0,506.812,31.875,3283.0,175.0,483.0,695.0,,,,
2021-08-24,126000.0,7955839.0,2040.0,7654.0,,,,,,3281.0,175.0,483.0,695.0,,,,
2021-08-23,126000.0,7948374.0,2030.0,7615.0,,,,,,3278.0,175.0,483.0,695.0,,,,
2021-08-22,126000.0,7939619.0,2030.0,7587.0,3952.0,801.0,151.0,506.562,31.875,3277.0,175.0,483.0,695.0,,,,
2021-08-21,125000.0,7931714.0,2030.0,7561.0,3949.0,801.0,151.0,506.562,31.875,3277.0,175.0,483.0,695.0,,,,
2021-08-20,125000.0,7923484.0,2020.0,7542.0,3946.0,800.0,151.0,506.688,31.875,3275.0,175.0,483.0,695.0,,,,
2021-08-19,125000.0,7914881.0,2020.0,7515.0,3943.0,801.0,151.0,506.625,31.875,3276.0,175.0,483.0,696.0,,,,
2021-08-18,125000.0,7906028.0,2010.0,7482.0,3941.0,801.0,151.0,506.625,31.875,3276.0,175.0,483.0,696.0,,,,
2021-08-17,125000.0,7896439.0,2010.0,7450.0,3940.0,801.0,151.0,506.375,31.875,3277.0,175.0,483.0,696.0,,,,
2021-08-16,125000.0,7887192.0,2010.0,7399.0,3931.0,801.0,151.0,505.625,31.875,3275.0,175.0,483.0,696.0,,,,
2021-08-15,125000.0,7874091.0,2010.0,7372.0,3933.0,801.0,151.0,505.562,31.875,3272.0,175.0,483.0,696.0,,,,
2021-08-14,124000.0,7870485.0,2000.0,7345.0,3931.0,801.0,151.0,505.5,31.875,3272.0,175.0,483.0,696.0,,,,
2021-08-13,124000.0,7862465.0,2000.0,7317.0,3932.0,801.0,151.0,505.375,31.875,3275.0,175.0,483.0,696.0,,,,
2021-08-12,124000.0,7853991.0,1990.0,7299.0,3926.0,801.0,151.0,505.312,31.875,3273.0,175.0,483.0,696.0,,,,
2021-08-11,124000.0,7844727.0,1990.0,7273.0,3928.0,801.0,151.0,505.375,31.875,3274.0,175.0,483.0,696.0,,,,
2021-08-10,124000.0,7835701.0,1990.0,7203.0,3924.0,800.0,151.0,505.375,31.875,3273.0,175.0,483.0,696.0,,,,
2021-08-09,124000.0,7818876.0,1980.0,7203.0,3923.0,798.0,151.0,505.375,31.875,3269.0,175.0,483.0,696.0,,,,
2021-08-08,124000.0,7818876.0,1980.0,7167.0,3920.0,799.0,151.0,505.375,31.875,3271.0,174.0,483.0,696.0,,,,
2021-08-07,124000.0,7810558.0,1980.0,7143.0,3919.0,799.0,151.0,505.375,31.875,3268.0,174.0,483.0,696.0,,,,
2021-08-06,123000.0,7803266.0,1970.0,7091.0,3917.0,800.0,151.0,505.312,31.875,3268.0,174.0,483.0,696.0,,,,
2021-08-05,123000.0,7792498.0,1960.0,7079.0,3917.0,799.0,151.0,505.375,31.875,3263.0,174.0,483.0,696.0,,,,
2021-08-04,123000.0,7786069.0,1960.0,7036.0,3916.0,800.0,151.0,505.375,31.875,3263.0,174.0,483.0,696.0,,,,
2021-08-03,123000.0,7777241.0,1950.0,7010.0,3911.0,800.0,151.0,505.375,31.875,3261.0,174.0,483.0,696.0,,,,
2021-08-02,123000.0,7768164.0,1950.0,6959.0,3915.0,801.0,151.0,505.375,31.875,3261.0,174.0,483.0,696.0,,,,
2021-08-01,123000.0,7759039.0,1940.0,6918.0,3917.0,801.0,151.0,505.375,31.8125,3262.0,174.0,483.0,696.0,,,,
2021-07-31,123000.0,7750514.0,1930.0,6877.0,3912.0,800.0,151.0,505.375,31.8125,3259.0,174.0,483.0,696.0,,,,
2021-07-30,123000.0,7742372.0,1930.0,6858.0,3909.0,801.0,151.0,505.438,31.8125,3258.0,174.0,483.0,696.0,,,,
2021-07-29,123000.0,7734246.0,1920.0,6828.0,3910.0,801.0,151.0,505.438,31.8125,3256.0,174.0,483.0,696.0,,,,
2021-07-28,122000.0,7725347.0,1920.0,6784.0,3900.0,799.0,151.0,505.312,31.8125,3255.0,174.0,483.0,696.0,,,,
2021-07-27,122000.0,7715138.0,1910.0,6744.0,3901.0,799.0,151.0,505.25,31.75,3256.0,174.0,483.0,696.0,,,,
2021-07-26,122000.0,7705412.0,1910.0,6720.0,3905.0,799.0,151.0,505.312,31.75,3255.0,174.0,483.0,696.0,,,,
2021-07-25,122000.0,7696999.0,1900.0,6690.0,3901.0,801.0,151.0,505.312,31.75,3248.0,174.0,483.0,696.0,,,,
2021-07-24,122000.0,7688255.0,1900.0,6662.0,3896.0,801.0,151.0,505.312,31.75,3236.0,174.0,483.0,696.0,,,,
2021-07-23,122000.0,7679959.0,1910.0,6609.0,3896.0,803.0,151.0,505.25,31.75,3225.0,174.0,483.0,695.0,,,,
2021-07-22,121000.0,7669961.0,1900.0,6574.0,3892.0,803.0,151.0,505.25,31.75,3222.0,174.0,483.0,695.0,,,,
2021-07-21,121000.0,7660671.0,1900.0,6537.0,3885.0,804.0,151.0,505.125,31.75,3222.0,174.0,483.0,695.0,,,,
2021-07-20,121000.0,7651409.0,1890.0,6503.0,3881.0,805.0,151.0,505.125,31.75,3219.0,174.0,483.0,695.0,,,,
2021-07-19,121000.0,7643053.0,1890.0,6462.0,3881.0,805.0,151.0,505.125,31.75,3208.0,174.0,483.0,695.0,,,,
2021-07-18,121000.0,7634541.0,1880.0,6431.0,3882.0,805.0,151.0,505.125,31.75,3207.0,174.0,483.0,695.0,,,,
2021-07-17,121000.0,7626450.0,1880.0,6405.0,3882.0,805.0,151.0,505.125,31.75,3204.0,174.0,483.0,695.0,,,,
2021-07-16,121000.0,7618521.0,1870.0,6381.0,3881.0,805.0,151.0,505.125,31.75,3201.0,174.0,483.0,695.0,,,,
2021-07-15,121000.0,7609922.0,1870.0,6342.0,3875.0,805.0,151.0,505.0,31.75,3195.0,174.0,483.0,695.0,,,,
2021-07-14,120000.0,7601402.0,1860.0,6312.0,3868.0,805.0,151.0,504.875,31.75,3189.0,174.0,483.0,695.0,,,,
2021-07-13,120000.0,7591669.0,1860.0,6253.0,3865.0,804.0,151.0,504.938,31.75,3189.0,174.0,483.0,695.0,,,,
2021-07-12,120000.0,7582450.0,1850.0,6207.0,3861.0,801.0,151.0,504.938,31.75,3185.0,174.0,483.0,695.0,,,,
2021-07-11,120000.0,7571798.0,1840.0,6171.0,3857.0,801.0,151.0,505.062,31.6875,3188.0,174.0,483.0,695.0,,,,
2021-07-10,120000.0,7566210.0,1840.0,6112.0,3858.0,801.0,151.0,505.062,31.6875,3187.0,174.0,483.0,695.0,,,,
2021-07-09,120000.0,7558635.0,1840.0,6075.0,3856.0,801.0,151.0,505.062,31.6875,3186.0,174.0,483.0,695.0,,,,
2021-07-08,120000.0,7550156.0,1830.0,6046.0,3859.0,803.0,151.0,505.062,31.6875,3185.0,174.0,483.0,695.0,,,,
2021-07-07,119000.0,7541280.0,1830.0,6005.0,3858.0,803.0,151.0,505.0,31.6875,3183.0,174.0,483.0,695.0,,,,
2021-07-06,119000.0,7533161.0,1820.0,5984.0,3856.0,803.0,151.0,504.938,31.6875,3181.0,174.0,483.0,695.0,,,,
2021-07-05,119000.0,7524845.0,1820.0,5950.0,3853.0,803.0,151.0,504.75,31.6875,3174.0,174.0,483.0,695.0,,,,
2021-07-04,119000.0,7514507.0,1820.0,5939.0,3853.0,804.0,151.0,504.688,31.6875,3170.0,174.0,483.0,695.0,,,,
2021-07-03,119000.0,7509282.0,1820.0,5912.0,3851.0,804.0,151.0,504.438,31.6875,3169.0,174.0,483.0,695.0,,,,
2021-07-02,119000.0,7502333.0,1820.0,5881.0,3849.0,805.0,151.0,504.5,31.6875,3163.0,174.0,483.0,695.0,,,,
2021-07-01,119000.0,7494580.0,1810.0,5837.0,3849.0,805.0,151.0,504.5,31.6875,3155.0,174.0,483.0,695.0,,,,
2021-06-30,119000.0,7486815.0,1810.0,5814.0,3849.0,805.0,151.0,504.375,31.6875,3157.0,174.0,483.0,695.0,,,,
2021-06-29,118000.0,7479503.0,1800.0,5783.0,3846.0,806.0,151.0,504.375,31.6875,3152.0,174.0,483.0,695.0,,,,
2021-06-28,118000.0,7470969.0,1800.0,5735.0,3842.0,805.0,151.0,504.375,31.625,3148.0,174.0,483.0,695.0,,,,
2021-06-27,118000.0,7463542.0,1790.0,5703.0,3843.0,805.0,151.0,504.375,31.625,3148.0,174.0,483.0,695.0,,,,
2021-06-26,118000.0,7456319.0,1790.0,5675.0,3845.0,804.0,151.0,504.375,31.625,3144.0,174.0,483.0,695.0,,,,
2021-06-25,118000.0,7448950.0,1790.0,5641.0,3843.0,806.0,151.0,504.188,31.5625,3146.0,174.0,483.0,695.0,,,,
2021-06-24,118000.0,7441450.0,1780.0,5610.0,3847.0,806.0,151.0,504.188,31.5625,3142.0,174.0,483.0,695.0,,,,
2021-06-23,118000.0,7433680.0,1780.0,5574.0,3845.0,806.0,151.0,504.25,31.5625,3137.0,174.0,483.0,695.0,,,,
2021-06-22,118000.0,7425658.0,1770.0,5543.0,3843.0,806.0,151.0,504.125,31.5625,3131.0,174.0,483.0,695.0,,,,
2021-06-21,117000.0,7417528.0,1770.0,5522.0,3842.0,806.0,151.0,504.0,31.5625,3130.0,174.0,483.0,695.0,,,,
2021-06-20,117000.0,7409296.0,1760.0,5494.0,3835.0,806.0,151.0,503.188,31.5625,3123.0,174.0,483.0,695.0,,,,
2021-06-19,117000.0,7402098.0,1750.0,5467.0,3836.0,806.0,151.0,502.938,31.5625,3123.0,174.0,483.0,695.0,,,,
2021-06-18,117000.0,7395086.0,1750.0,5436.0,3833.0,806.0,151.0,502.938,31.5625,3123.0,174.0,483.0,695.0,,,,
2021-06-17,117000.0,7386618.0,1740.0,5408.0,3835.0,806.0,151.0,502.875,31.5625,3119.0,174.0,483.0,696.0,,,,
2021-06-16,117000.0,7378641.0,1730.0,5364.0,3831.0,806.0,151.0,502.875,31.5625,3116.0,174.0,483.0,696.0,,,,
2021-06-15,117000.0,7370225.0,1730.0,5338.0,3824.0,805.0,151.0,502.75,31.5625,3112.0,174.0,483.0,696.0,,,,
2021-06-14,117000.0,7361528.0,1720.0,5295.0,3820.0,805.0,151.0,502.75,31.5625,3108.0,174.0,483.0,696.0,,,,
2021-06-13,117000.0,7353838.0,1720.0,5267.0,3811.0,805.0,151.0,502.562,31.5625,3106.0,174.0,483.0,696.0,,,,
2021-06-12,116000.0,7346207.0,1720.0,5234.0,,,,,,3105.0,174.0,483.0,696.0,,,,
2021-06-11,116000.0,7338751.0,1710.0,5186.0,3809.0,804.0,151.0,502.375,31.5625,3101.0,173.0,483.0,696.0,,,,
2021-06-10,116000.0,7330827.0,1710.0,5153.0,3805.0,804.0,151.0,502.125,31.5625,3101.0,173.0,483.0,696.0,,,,
2021-06-09,116000.0,7313580.0,1700.0,5118.0,3803.0,805.0,151.0,502.25,31.5625,3099.0,173.0,483.0,696.0,,,,
2021-06-08,116000.0,7313580.0,1700.0,5080.0,3797.0,805.0,151.0,453.1,26.45,3097.0,173.0,483.0,696.0,,,,
2021-06-07,116000.0,7304263.0,1690.0,5040.0,3793.0,804.0,151.0,453.15,26.4,3095.0,173.0,483.0,696.0,,,,
2021-06-06,116000.0,7295661.0,1690.0,5009.0,3788.0,804.0,151.0,452.95,26.4,3091.0,173.0,483.0,696.0,,,,
2021-06-05,115000.0,7287815.0,1680.0,4978.0,3789.0,804.0,151.0,452.9,26.4,3082.0,173.0,483.0,696.0,,,,
2021-06-04,115000.0,7279840.0,1680.0,4939.0,3783.0,804.0,151.0,452.85,26.4,3063.0,173.0,483.0,695.0,,,,
2021-06-03,115000.0,7271467.0,1670.0,4891.0,3783.0,804.0,151.0,452.9,26.4,3059.0,173.0,483.0,694.0,,,,
2021-06-02,115000.0,7262436.0,1660.0,4853.0,3779.0,804.0,151.0,452.7,26.4,3058.0,173.0,483.0,694.0,,,,
2021-06-01,115000.0,7253750.0,1660.0,4818.0,3772.0,803.0,151.0,452.6,26.4,3056.0,173.0,483.0,694.0,,,,
2021-05-31,115000.0,7245253.0,1650.0,4761.0,3764.0,804.0,151.0,452.6,26.4,3055.0,173.0,483.0,694.0,,,,
2021-05-30,115000.0,7234403.0,1650.0,4736.0,3764.0,803.0,151.0,452.65,26.4,3056.0,173.0,483.0,694.0,,,,
2021-05-29,115000.0,7228309.0,1640.0,4689.0,3763.0,803.0,151.0,452.5,26.4,3052.0,173.0,483.0,694.0,,,,
